1	J19-F34, J19-F33, E6-2	Backplane	0 VDC IMU
2	J7-19, E6-1, E6-3	Backplane	0 VDC IMU
3	J19-D34, J19-D33, E6-2, E6-4	Backplane	0 VDC IMU
4	E6-3	Backplane	0 VDC IMU
