1	J19-H34, J19-H33, E5-2	Backplane	0 VDC IMU
2	J6-19, E5-1, E5-3	Backplane	0 VDC IMU
3	J19-G34, J19-G33, E5-2, E5-4	Backplane	0 VDC IMU
4	E5-3	Backplane	0 VDC IMU
