1		Chassis	STRUCTURE GROUND
2	J3-15	In	800 CPS AAC AND FILTER OUTPUT HI
3	J3-3	Out	800 CPS 1 PCT FEEDBACK HI
4		NC	800 CPS 28V 1 PCT TP
5	J3-11	In	800 CPS AAC AND FILTER OUTPUT LO
6	J3-2, J5-11	In	+28 VDC IMU OPERATE
7	J3-10, J5-35	In	0 VDC IMU
8		Spare	
9		Spare	
10		Spare	
11		Spare	
12		Spare	
13	J19-H11, J2-9, J19-H14	Out	800 CPS 28V 1 PCT HI
14	J19-K11, J2-4, J19-K14	Out	800 CPS 28V 1 PCT LO
