1		Chassis	STRUCTURE GROUND
2	J19-F12, J9-4	In	800 CPS 28V 5 PCT COMMON
3	J2-4	In	800 CPS 28V 1 PCT LO
4	J9-2, J19-F11	In	800 CPS 28V 5 PCT COMMON
5		Spare	
6		Spare	
7		Spare	
8	J19-D12, J19-D11	In	800 CPS 28V 5 PCT PHASE A
9	J2-9	In	800 CPS 28V 1 PCT HI
10	J19-G12, J19-G11	In	800 CPS 28V 5 PCT PHASE B
