1	J19-G23	Chassis	STRUCTURE GROUND
2	J19-H23	In	25.6 KPPS POWER SUPPLY SYNC HI
3	J19-K23	In	25.6 KPPS POWER SUPPLY SYNC LO
4	J5-21	In	+28 VDC IMU OPERATE
5		NC	
6		Spare	
7	J19-F9	Out	-28 VDC TP
8	J5-45	In	0 VDC IMU
9		NC	
10		Spare	
11	J5-38	In	0 VDC IMU
12	J19-F8, J8-5	Out	-28 VDC IMU
