1	J19-C34, J19-C33, E7-2	Backplane	0 VDC IMU
2	J8-19, J19-K28, E7-1, E7-3	Backplane	0 VDC IMU
3	J19-B34, J19-B33, E7-2, E7-4	Backplane	0 VDC IMU
4	E7-3	Backplane	0 VDC IMU
