1		Chassis	STRUCTURE GROUND
2	J11-11, J5-2	In	+28 VDC FOR 3200 CPS POWER SUPPLY
3	J11-4	In	3200 CPS PHASE + AMP OUTPUT LO
4	J11-13, J5-39	In	0 VDC IMU
5	J19-A14	Out	3200 CPS 28V 1 PCT HI
6	J19-A14	Out	3200 CPS 28V 1 PCT HI
7	J19-B14	Out	3200 CPS 28V 1 PCT LO
8	J19-B14	Out	3200 CPS 28V 1 PCT LO
9	J11-8	In	3200 CPS PHASE + AMP OUTPUT HI
10		NC	
